,Warehouse,Order date,Delivery date,Customer,Zipcode
3572,Butler,3/5/2022 7:09,3/11/2022 9:29,52418,15201
3573,Pittsburgh Mills,3/5/2022 7:22,3/8/2022 11:58,2817,15241
3574,Pittsburgh Mills,3/5/2022 8:09,3/10/2022 13:04,102319,15129
3575,Washington,3/5/2022 16:14,3/7/2022 18:48,83551,15237
3576,Pittsburgh Mills,3/6/2022 9:06,3/8/2022 17:33,50151,15207
3577,Washington,3/6/2022 10:20,3/7/2022 13:15,49282,15241
3578,Washington,3/6/2022 11:30,3/7/2022 12:53,83738,15017
3579,Pittsburgh Mills,3/6/2022 20:26,3/7/2022 19:03,43669,15237
3580,Butler,3/7/2022 7:16,3/9/2022 19:07,59863,15090
3581,McKees Rocks,3/7/2022 10:13,3/10/2022 10:17,47136,15237
3582,Butler,3/7/2022 11:02,3/10/2022 10:05,79473,15237
3583,Washington,3/7/2022 14:46,3/8/2022 17:11,23210,15120
3584,Washington,3/7/2022 17:25,3/8/2022 15:05,48231,15106
3585,McKees Rocks,3/7/2022 20:20,3/8/2022 17:19,20685,15120
3586,McKees Rocks,3/7/2022 20:30,3/9/2022 16:00,79314,15241
3587,McKees Rocks,3/7/2022 20:36,3/9/2022 15:40,91354,15017
3588,Beaver,3/7/2022 20:39,3/11/2022 14:56,97810,15210
3589,Butler,3/7/2022 20:41,3/10/2022 12:03,61133,15234
3590,Washington,3/7/2022 20:42,3/9/2022 16:01,79314,15241
3591,Washington,3/7/2022 20:49,3/10/2022 12:32,14375,15227
3592,Butler,3/7/2022 20:58,3/10/2022 17:18,30229,15217
3593,Washington,3/7/2022 21:10,3/9/2022 19:26,2087,15090
3594,Beaver,3/7/2022 21:17,3/10/2022 9:54,100906,15237
3595,Washington,3/7/2022 21:23,3/10/2022 8:34,98028,15213
3596,Butler,3/7/2022 21:32,3/10/2022 12:15,18194,15234
3597,Washington,3/7/2022 21:52,3/8/2022 17:19,20685,15120
3598,Pittsburgh Mills,3/7/2022 22:02,3/9/2022 13:31,35280,15342
3599,Washington,3/7/2022 22:30,3/8/2022 15:33,92615,15216
3600,Washington,3/8/2022 6:59,3/11/2022 14:02,2817,15241
3601,McKees Rocks,3/8/2022 6:59,3/11/2022 14:02,2817,15241
3602,Pittsburgh Mills,3/8/2022 8:28,3/10/2022 13:38,694,15332
3603,Pittsburgh Mills,3/8/2022 8:46,3/11/2022 8:45,86240,15235
3604,Butler,3/8/2022 8:57,3/11/2022 8:43,86240,15235
3605,Butler,3/8/2022 10:41,3/11/2022 13:41,564,15317
3606,Washington,3/8/2022 10:43,3/9/2022 15:16,564,15317
3607,McKees Rocks,3/8/2022 10:49,3/10/2022 8:35,98028,15213
3608,Butler,3/8/2022 11:25,3/10/2022 14:50,17454,15301
3609,McKees Rocks,3/8/2022 13:41,3/9/2022 12:49,11396,15220
3610,Butler,3/8/2022 13:43,3/10/2022 9:07,11396,15220
3611,McKees Rocks,3/8/2022 18:04,3/10/2022 13:07,102319,15129
3612,Beaver,3/8/2022 18:05,3/16/2022 10:25,102319,15129
3613,Washington,3/8/2022 18:18,3/10/2022 9:43,60824,15237
3614,Beaver,3/8/2022 20:20,3/14/2022 14:35,81479,15220
3615,Butler,3/8/2022 20:45,3/10/2022 13:07,102319,15129
3616,Washington,3/8/2022 20:46,3/9/2022 15:56,79314,15241
3617,Beaver,3/8/2022 20:47,3/15/2022 13:15,94299,15301
3618,Pittsburgh Mills,3/8/2022 20:50,3/10/2022 14:38,94299,15301
3619,Butler,3/8/2022 20:51,3/10/2022 14:39,94299,15301
3620,Butler,3/8/2022 21:21,3/10/2022 14:58,11735,15301
3621,Butler,3/8/2022 21:34,3/10/2022 14:24,57735,15301
3622,Washington,3/8/2022 22:16,3/10/2022 11:46,74199,15216
3623,Pittsburgh Mills,3/8/2022 22:45,3/10/2022 12:31,14375,15227
3624,Pittsburgh Mills,3/9/2022 3:40,3/11/2022 13:27,104635,15317
3625,Washington,3/9/2022 4:00,3/9/2022 14:48,2223,15317
3626,Pittsburgh Mills,3/9/2022 6:52,3/9/2022 11:49,95607,15223
3627,Washington,3/9/2022 8:58,3/11/2022 14:02,2817,15241
3628,Butler,3/9/2022 8:58,3/14/2022 14:16,2817,15241
3629,Pittsburgh Mills,3/9/2022 8:59,3/15/2022 18:24,2817,15241
3630,McKees Rocks,3/9/2022 11:17,3/11/2022 13:20,52351,15317
3631,Washington,3/9/2022 13:39,3/11/2022 14:23,21163,15236
3632,Butler,3/9/2022 14:04,3/14/2022 13:12,92615,15216
3633,Pittsburgh Mills,3/9/2022 17:19,3/15/2022 20:38,47136,15237
3634,Washington,3/9/2022 19:05,3/15/2022 20:35,47136,15237
3635,Pittsburgh Mills,3/9/2022 20:27,3/15/2022 13:59,45583,15301
3636,Pittsburgh Mills,3/9/2022 20:29,3/15/2022 12:06,56434,15317
3637,Butler,3/9/2022 20:37,3/14/2022 14:27,34151,15241
3638,Beaver,3/9/2022 20:37,3/14/2022 14:39,79314,15241
3639,McKees Rocks,3/9/2022 20:38,3/11/2022 11:01,79314,15241
3640,Washington,3/9/2022 20:38,3/14/2022 19:21,89121,15239
3641,Butler,3/9/2022 20:43,3/14/2022 15:07,104105,15243
3642,Pittsburgh Mills,3/9/2022 20:49,3/15/2022 19:37,11123,15220
3643,Washington,3/9/2022 21:04,3/11/2022 8:43,86240,15235
3644,Pittsburgh Mills,3/9/2022 21:08,3/16/2022 10:53,694,15332
3645,Beaver,3/9/2022 21:54,3/15/2022 12:16,89405,15317
3646,Washington,3/9/2022 22:06,3/10/2022 16:34,83738,15017
3647,McKees Rocks,3/10/2022 4:14,3/10/2022 11:28,36939,15220
3648,Butler,3/10/2022 7:07,3/16/2022 10:25,102319,15129
3649,Beaver,3/10/2022 7:16,3/14/2022 14:15,2817,15241
3650,Butler,3/10/2022 9:18,3/15/2022 20:38,47136,15237
3651,Pittsburgh Mills,3/10/2022 9:33,3/15/2022 13:22,10032,15301
3652,Pittsburgh Mills,3/10/2022 12:11,3/15/2022 17:41,18271,15122
3653,Beaver,3/10/2022 12:15,3/15/2022 17:21,23210,15120
3654,Washington,3/10/2022 12:16,3/15/2022 17:20,23210,15120
3655,Butler,3/10/2022 13:26,3/14/2022 12:04,103018,15044
3656,McKees Rocks,3/10/2022 13:51,3/14/2022 11:45,10593,15044
3657,Washington,3/10/2022 20:18,3/11/2022 15:44,1882,15235
3658,McKees Rocks,3/10/2022 20:19,3/11/2022 15:47,1882,15235
3659,Washington,3/10/2022 20:53,3/15/2022 16:52,99309,15236
3660,Beaver,3/10/2022 20:55,3/15/2022 16:10,75432,15203
3661,Beaver,3/10/2022 21:02,3/14/2022 14:38,79314,15241
3662,Butler,3/10/2022 21:05,3/17/2022 12:19,102721,15044
3663,Washington,3/10/2022 21:08,3/11/2022 14:37,40888,15236
3664,Pittsburgh Mills,3/10/2022 21:09,3/15/2022 13:58,45583,15301
3665,Butler,3/10/2022 21:12,3/14/2022 13:43,14517,15228
3666,Washington,3/10/2022 21:18,3/11/2022 13:01,61702,15342
3667,Washington,3/10/2022 21:24,3/14/2022 13:57,2956,15241
3668,Butler,3/10/2022 21:31,3/15/2022 16:25,85957,15301
3669,Butler,3/10/2022 21:47,3/15/2022 18:09,102228,15102
3670,Beaver,3/10/2022 21:57,3/15/2022 11:54,8240,15317
3671,Pittsburgh Mills,3/10/2022 22:50,3/15/2022 10:13,88169,15227
3672,Butler,3/10/2022 22:59,3/18/2022 11:17,104353,15211
3673,Beaver,3/10/2022 23:09,3/15/2022 17:40,18271,15122
3674,Washington,3/10/2022 23:19,3/21/2022 13:57,694,15332
3675,Pittsburgh Mills,3/10/2022 23:19,3/16/2022 10:54,694,15332
3676,McKees Rocks,3/10/2022 23:38,3/11/2022 10:40,83738,15017
3677,Washington,3/11/2022 7:54,3/18/2022 9:03,87746,15235
3678,Beaver,3/11/2022 8:12,3/15/2022 17:07,8873,15317
3679,McKees Rocks,3/11/2022 8:56,3/15/2022 11:19,12846,15106
3680,Washington,3/11/2022 9:09,3/15/2022 17:47,5024,15317
3681,Butler,3/11/2022 9:22,3/14/2022 12:18,90887,15237
3682,Butler,3/11/2022 10:20,3/14/2022 12:55,11396,15220
3683,Pittsburgh Mills,3/11/2022 11:00,3/15/2022 11:14,101166,15106
3684,Washington,3/11/2022 11:21,3/15/2022 17:00,1485,15317
3685,Beaver,3/11/2022 14:39,3/18/2022 9:12,106167,15235
3686,Butler,3/11/2022 16:57,3/15/2022 16:31,52300,15301
3687,Washington,3/11/2022 17:38,3/15/2022 16:18,659,15301
3688,Pittsburgh Mills,3/11/2022 18:48,3/15/2022 10:40,103536,15228
3689,Beaver,3/11/2022 20:57,3/15/2022 13:37,104755,15301
3690,Washington,3/11/2022 21:18,3/15/2022 18:54,103536,15228
3691,Washington,3/11/2022 21:26,3/18/2022 10:48,107534,15219
3692,Washington,3/11/2022 21:48,3/15/2022 18:40,14209,15228
3693,Beaver,3/11/2022 22:05,3/15/2022 10:25,74140,15227
3694,Washington,3/11/2022 22:12,3/17/2022 19:50,94376,15120
3695,Pittsburgh Mills,3/11/2022 23:05,3/15/2022 12:36,2223,15317
3696,Butler,3/11/2022 23:09,3/17/2022 12:34,80630,15044
3697,Washington,3/12/2022 0:18,3/16/2022 10:55,694,15332
3698,Washington,3/12/2022 3:23,3/23/2022 17:51,11396,15220
3699,Washington,3/12/2022 6:43,3/16/2022 9:30,30229,15217
3700,Washington,3/12/2022 6:49,3/18/2022 11:47,79314,15241
3701,Washington,3/12/2022 7:10,3/15/2022 17:31,24010,15317
3702,Washington,3/12/2022 8:50,3/15/2022 18:24,2817,15241
3703,Butler,3/12/2022 9:55,3/14/2022 13:28,35522,15228
3704,Pittsburgh Mills,3/12/2022 11:01,3/16/2022 13:47,82277,15102
3705,Beaver,3/12/2022 11:45,3/17/2022 9:47,86287,15090
3706,Washington,3/12/2022 15:39,3/15/2022 19:26,10339,15220
3707,Beaver,3/12/2022 21:15,3/15/2022 20:49,33489,15237
3708,Washington,3/12/2022 21:16,3/15/2022 20:50,33489,15237
3709,Pittsburgh Mills,3/12/2022 21:16,3/15/2022 20:49,33489,15237
3710,Pittsburgh Mills,3/13/2022 8:30,3/15/2022 10:51,24338,15228
3711,Butler,3/13/2022 17:11,3/15/2022 10:51,24338,15228
3712,Pittsburgh Mills,3/13/2022 21:22,3/15/2022 13:05,3567,15301
3713,McKees Rocks,3/13/2022 21:58,3/16/2022 10:18,17477,15129
3714,McKees Rocks,3/14/2022 9:39,3/15/2022 17:10,81210,15207
3715,Washington,3/14/2022 10:08,3/15/2022 19:02,57742,15234
3716,Butler,3/14/2022 10:29,3/18/2022 8:47,47136,15237
3717,Washington,3/14/2022 15:03,3/16/2022 13:41,89557,15102
3718,Butler,3/14/2022 17:13,3/18/2022 8:46,55852,15235
3719,McKees Rocks,3/14/2022 18:45,3/18/2022 8:37,2818,15235
3720,Butler,3/14/2022 19:46,3/18/2022 9:07,100566,15237
3721,Washington,3/14/2022 20:17,3/18/2022 9:03,100566,15237
3722,Beaver,3/14/2022 22:01,3/18/2022 13:16,92774,15301
3723,McKees Rocks,3/14/2022 22:01,3/15/2022 13:29,10110,15212
3724,Washington,3/14/2022 22:02,3/16/2022 10:04,32991,15236
3726,McKees Rocks,3/14/2022 22:05,3/18/2022 12:15,99523,15241
3727,McKees Rocks,3/14/2022 22:13,3/18/2022 16:41,15776,15227
3728,Beaver,3/14/2022 22:38,3/21/2022 13:58,694,15332
3729,Butler,3/14/2022 22:38,3/21/2022 13:59,694,15332
3730,Pittsburgh Mills,3/14/2022 22:47,3/18/2022 10:57,21332,15205
3731,Washington,3/14/2022 23:01,3/15/2022 20:21,37122,15143
3732,Pittsburgh Mills,3/14/2022 23:23,3/22/2022 12:58,95432,15216
3733,Washington,3/14/2022 23:32,3/15/2022 16:59,1485,15317
3734,McKees Rocks,3/14/2022 23:33,3/18/2022 15:16,1485,15317
3735,McKees Rocks,3/15/2022 0:33,3/18/2022 13:25,1572,15301
3736,Butler,3/15/2022 5:32,3/18/2022 11:48,79314,15241
3737,Washington,3/15/2022 5:33,3/18/2022 11:47,79314,15241
3738,Beaver,3/15/2022 6:10,3/18/2022 16:51,1761,15227
3739,Pittsburgh Mills,3/15/2022 8:08,3/18/2022 12:05,2817,15241
3740,Washington,3/15/2022 8:41,3/16/2022 13:51,13565,15102
3741,Washington,3/15/2022 9:04,3/16/2022 14:42,89883,15207
3742,Pittsburgh Mills,3/15/2022 9:13,3/16/2022 16:29,95607,15223
3743,Pittsburgh Mills,3/15/2022 10:10,3/18/2022 10:40,91552,15219
3744,Washington,3/15/2022 11:36,3/17/2022 9:32,37122,15143
3745,Pittsburgh Mills,3/15/2022 12:05,3/17/2022 9:32,37122,15143
3746,Washington,3/15/2022 12:11,3/17/2022 23:13,89332,15129
3747,McKees Rocks,3/15/2022 12:17,3/21/2022 14:20,89332,15129
3748,Pittsburgh Mills,3/15/2022 13:55,3/17/2022 20:00,81210,15207
3749,McKees Rocks,3/15/2022 13:56,3/17/2022 20:00,81210,15207
3750,Butler,3/15/2022 14:12,3/18/2022 11:34,95189,15017
3751,Pittsburgh Mills,3/15/2022 14:13,3/18/2022 11:34,95189,15017
3752,Butler,3/15/2022 15:49,3/18/2022 15:01,61702,15342
3753,Washington,3/15/2022 15:50,3/18/2022 15:01,61702,15342
3754,Beaver,3/15/2022 19:46,3/18/2022 11:48,79314,15241
3755,McKees Rocks,3/15/2022 20:38,3/18/2022 9:06,100566,15237
3756,Washington,3/15/2022 20:48,3/18/2022 15:16,1485,15317
3757,Butler,3/15/2022 20:49,3/18/2022 15:17,1485,15317
3758,Pittsburgh Mills,3/15/2022 20:50,3/17/2022 10:58,48848,15044
3759,Pittsburgh Mills,3/15/2022 21:08,3/21/2022 13:57,694,15332
3760,Butler,3/15/2022 21:09,3/21/2022 14:00,694,15332
3761,Butler,3/15/2022 21:22,3/21/2022 14:19,89332,15129
3762,Butler,3/15/2022 21:42,3/18/2022 10:52,91505,15205
3763,Butler,3/15/2022 21:59,3/18/2022 16:06,31506,15102
3764,Butler,3/15/2022 22:07,3/21/2022 14:02,14982,15216
3765,Butler,3/15/2022 23:04,3/18/2022 16:21,74826,15102
3766,Washington,3/15/2022 23:23,3/18/2022 11:44,91840,15106
3767,Washington,3/16/2022 0:13,3/18/2022 16:32,40888,15236
3768,Pittsburgh Mills,3/16/2022 6:59,3/18/2022 11:35,3858,15106
3769,Beaver,3/16/2022 7:00,3/17/2022 14:00,110248,15220
3770,McKees Rocks,3/16/2022 14:59,3/17/2022 19:38,40694,15120
3771,Washington,3/16/2022 19:07,3/21/2022 13:50,99491,15216
3772,Washington,3/16/2022 21:46,3/21/2022 14:26,54386,15106
3773,Pittsburgh Mills,3/16/2022 21:50,3/18/2022 15:42,564,15317
3774,Pittsburgh Mills,3/16/2022 21:56,3/18/2022 11:17,101166,15106
3775,Beaver,3/16/2022 22:04,3/18/2022 12:52,90153,15317
3776,Butler,3/16/2022 22:08,3/22/2022 14:17,11326,15228
3777,Butler,3/16/2022 22:08,3/17/2022 13:11,10110,15212
3778,Pittsburgh Mills,3/16/2022 22:17,3/18/2022 13:16,92774,15301
3779,Butler,3/16/2022 22:19,3/18/2022 13:16,92774,15301
3780,Butler,3/16/2022 22:22,3/21/2022 15:01,14375,15227
3781,Butler,3/16/2022 22:24,3/18/2022 8:27,99368,15221
3782,Butler,3/16/2022 22:26,3/18/2022 16:50,1761,15227
3783,Washington,3/16/2022 23:53,3/21/2022 14:45,91505,15205
3784,Butler,3/17/2022 3:16,3/18/2022 12:42,103878,15317
3785,Pittsburgh Mills,3/17/2022 4:51,3/18/2022 11:50,79314,15241
3786,Butler,3/17/2022 7:12,3/18/2022 12:56,65703,15208
3787,Pittsburgh Mills,3/17/2022 8:14,3/18/2022 12:29,56434,15317
3788,Washington,3/17/2022 8:16,3/21/2022 11:59,2817,15241
3789,Pittsburgh Mills,3/17/2022 8:17,3/18/2022 12:04,2817,15241
3790,Butler,3/17/2022 9:06,3/22/2022 18:40,86240,15235
3791,Washington,3/17/2022 9:41,3/21/2022 13:59,694,15332
3792,Washington,3/17/2022 9:47,3/22/2022 9:57,93823,15090
3793,Washington,3/17/2022 10:22,3/18/2022 15:02,61702,15342
3794,Washington,3/17/2022 10:22,3/21/2022 13:49,99491,15216
3795,Pittsburgh Mills,3/17/2022 10:23,3/21/2022 13:47,99491,15216
3796,Butler,3/17/2022 10:25,3/23/2022 16:51,50151,15207
3797,Washington,3/17/2022 10:25,3/23/2022 16:51,50151,15207
3798,Butler,3/17/2022 11:36,3/23/2022 13:35,47136,15237
3799,McKees Rocks,3/17/2022 12:22,3/21/2022 13:34,96516,15203
3800,Washington,3/17/2022 14:08,3/18/2022 17:51,45156,15212
3801,Pittsburgh Mills,3/17/2022 16:54,3/22/2022 14:24,10110,15212
3802,Washington,3/17/2022 17:09,3/22/2022 9:33,2087,15090
3803,Washington,3/17/2022 18:19,3/22/2022 13:00,17653,15044
3804,Washington,3/17/2022 20:22,3/21/2022 11:30,3570,15241
3805,Beaver,3/17/2022 20:47,3/22/2022 17:54,112207,15220
3806,Butler,3/17/2022 20:58,3/22/2022 17:47,72532,15220
3807,Butler,3/17/2022 21:02,3/23/2022 13:49,109070,15237
3808,Beaver,3/17/2022 21:03,3/22/2022 14:43,79314,15241
3809,Washington,3/17/2022 21:09,3/18/2022 17:08,82991,15227
3810,Washington,3/17/2022 21:13,3/18/2022 15:43,564,15317
3811,Washington,3/17/2022 21:18,3/21/2022 11:24,79314,15241
3812,Washington,3/17/2022 21:27,3/18/2022 17:27,111707,15210
3813,Washington,3/17/2022 21:33,3/21/2022 8:07,99368,15221
3814,Washington,3/17/2022 21:52,3/21/2022 9:21,86240,15235
3815,Butler,3/17/2022 22:10,3/22/2022 13:33,106140,15220
3816,Washington,3/18/2022 0:15,3/18/2022 15:17,1485,15317
3817,Pittsburgh Mills,3/18/2022 8:14,3/22/2022 13:49,110987,15216
3818,Pittsburgh Mills,3/18/2022 8:57,3/21/2022 12:14,56434,15317
3819,McKees Rocks,3/18/2022 10:04,3/22/2022 17:47,72532,15220
3820,Butler,3/18/2022 11:52,3/22/2022 13:19,2374,15212
3821,Pittsburgh Mills,3/18/2022 13:36,3/21/2022 11:47,32163,15241
3822,Washington,3/18/2022 13:53,3/22/2022 16:25,1485,15317
3823,Washington,3/18/2022 13:58,3/22/2022 13:18,2374,15212
3824,Pittsburgh Mills,3/18/2022 15:11,3/22/2022 14:10,111178,15228
3825,Pittsburgh Mills,3/18/2022 15:23,3/21/2022 16:16,112004,15227
3826,Washington,3/18/2022 19:05,3/21/2022 16:00,97997,15207
3827,Pittsburgh Mills,3/18/2022 20:59,3/21/2022 14:28,14295,15102
3828,McKees Rocks,3/18/2022 21:02,3/22/2022 14:53,95076,15224
3829,Beaver,3/18/2022 21:06,3/22/2022 16:46,108312,15317
3830,McKees Rocks,3/18/2022 21:18,3/23/2022 16:27,24097,15120
3831,Pittsburgh Mills,3/18/2022 21:19,3/21/2022 15:31,24097,15120
3832,Beaver,3/18/2022 21:35,3/24/2022 13:05,8240,15317
3833,Washington,3/18/2022 21:38,3/22/2022 14:26,2956,15241
3834,McKees Rocks,3/18/2022 21:44,3/22/2022 15:18,69561,15301
3835,Pittsburgh Mills,3/18/2022 22:00,3/21/2022 14:55,26575,15227
3836,Butler,3/19/2022 0:31,3/22/2022 18:46,94376,15120
3837,Pittsburgh Mills,3/19/2022 3:08,3/22/2022 9:16,100566,15237
3838,Washington,3/19/2022 8:59,3/21/2022 15:23,111608,15120
3839,Pittsburgh Mills,3/19/2022 9:03,3/21/2022 15:22,111608,15120
3840,Washington,3/19/2022 11:07,3/21/2022 14:40,23669,15102
3841,McKees Rocks,3/19/2022 17:03,3/22/2022 9:03,106228,15237
3842,Washington,3/20/2022 7:05,3/22/2022 16:50,15887,15317
3843,Washington,3/20/2022 12:13,3/21/2022 13:35,2223,15317
3844,Washington,3/20/2022 16:57,3/22/2022 16:33,16545,15317
3845,Washington,3/20/2022 19:18,3/21/2022 16:20,82991,15227
3846,Pittsburgh Mills,3/21/2022 9:17,3/24/2022 11:39,47136,15237
3847,Butler,3/21/2022 9:51,3/23/2022 17:11,18271,15122
3848,Butler,3/21/2022 11:26,3/23/2022 17:51,11396,15220
3849,Pittsburgh Mills,3/21/2022 11:27,3/29/2022 15:54,11396,15220
3850,Washington,3/21/2022 11:27,3/23/2022 17:51,11396,15220
3851,Pittsburgh Mills,3/21/2022 11:57,3/25/2022 10:52,112207,15220
3852,McKees Rocks,3/21/2022 13:09,3/24/2022 16:14,112124,15102
3853,Butler,3/21/2022 14:11,3/23/2022 18:33,28902,15232
3854,McKees Rocks,3/21/2022 14:33,3/22/2022 14:05,93243,15220
3855,Butler,3/21/2022 14:35,3/22/2022 17:24,101166,15106
3856,Washington,3/21/2022 14:35,3/22/2022 17:26,101166,15106
3857,Pittsburgh Mills,3/21/2022 14:36,3/28/2022 9:18,101166,15106
3858,Beaver,3/21/2022 14:36,3/22/2022 17:25,101166,15106
3859,McKees Rocks,3/21/2022 15:47,3/24/2022 16:43,35983,15234
3860,Washington,3/21/2022 17:38,3/22/2022 16:25,1485,15317
3861,Butler,3/21/2022 17:38,3/22/2022 16:26,1485,15317
3862,McKees Rocks,3/21/2022 17:39,3/28/2022 11:03,1485,15317
3863,Beaver,3/21/2022 20:48,3/22/2022 14:41,79314,15241
3864,Beaver,3/21/2022 20:53,3/24/2022 13:19,113585,15317
3865,Washington,3/21/2022 20:58,3/23/2022 15:51,110253,15221
3866,Beaver,3/21/2022 20:58,3/22/2022 13:59,10339,15220
3867,Washington,3/21/2022 21:31,3/24/2022 16:56,82185,15226
3868,McKees Rocks,3/21/2022 21:35,3/23/2022 16:41,111608,15120
3869,McKees Rocks,3/21/2022 21:35,3/22/2022 17:49,30229,15217
3870,McKees Rocks,3/21/2022 21:38,3/24/2022 13:19,113585,15317
3871,Washington,3/21/2022 21:38,3/24/2022 12:31,79314,15241
3872,Butler,3/21/2022 21:38,3/24/2022 13:19,113585,15317
3873,Pittsburgh Mills,3/21/2022 21:52,3/25/2022 19:11,14295,15102
3874,Butler,3/21/2022 22:34,3/24/2022 13:50,45583,15301
3875,McKees Rocks,3/21/2022 22:41,3/23/2022 16:01,99368,15221
3876,Pittsburgh Mills,3/21/2022 22:46,3/25/2022 13:44,99368,15221
3877,Beaver,3/21/2022 22:50,3/22/2022 13:18,2374,15212
3878,Washington,3/21/2022 23:21,3/23/2022 17:12,18271,15122
3879,Washington,3/22/2022 14:40,3/24/2022 15:55,564,15317
3880,Butler,3/22/2022 14:41,3/25/2022 18:15,564,15317
3881,Pittsburgh Mills,3/22/2022 14:42,3/24/2022 15:54,564,15317
3882,Washington,3/22/2022 18:08,3/25/2022 11:54,60316,15090
3883,Washington,3/22/2022 21:13,3/25/2022 13:26,20842,15213
3884,Beaver,3/22/2022 21:18,3/25/2022 16:12,101798,15237
3885,Washington,3/22/2022 21:20,3/28/2022 11:03,1485,15317
3886,Butler,3/22/2022 21:20,3/29/2022 13:54,95076,15224
3887,Butler,3/22/2022 21:27,3/25/2022 20:12,2956,15241
3888,McKees Rocks,3/22/2022 21:28,3/24/2022 17:49,18369,15205
3889,McKees Rocks,3/22/2022 21:29,3/23/2022 16:34,22287,15120
3890,McKees Rocks,3/22/2022 21:32,3/24/2022 12:31,79314,15241
3891,Pittsburgh Mills,3/22/2022 21:39,3/28/2022 12:41,13534,15129
3892,McKees Rocks,3/22/2022 21:48,3/25/2022 20:48,10339,15220
3893,McKees Rocks,3/22/2022 22:04,3/23/2022 16:42,111608,15120
3894,Pittsburgh Mills,3/22/2022 22:10,3/25/2022 11:50,100548,15201
3895,Pittsburgh Mills,3/22/2022 22:19,3/25/2022 10:28,93243,15220
3896,Beaver,3/22/2022 22:28,3/25/2022 18:41,694,15332
3897,McKees Rocks,3/22/2022 22:28,3/25/2022 18:35,694,15332
3898,Washington,3/22/2022 22:28,3/25/2022 18:39,694,15332
3899,Butler,3/22/2022 22:29,3/25/2022 18:43,694,15332
3900,Beaver,3/22/2022 23:10,3/25/2022 15:22,112196,15044
3901,McKees Rocks,3/23/2022 4:44,3/24/2022 12:50,42199,15017
3902,Washington,3/23/2022 8:16,3/25/2022 11:37,2374,15212
3903,Butler,3/23/2022 8:38,3/25/2022 18:03,52351,15317
3904,McKees Rocks,3/23/2022 9:07,3/25/2022 11:14,51434,15106
3905,Washington,3/23/2022 9:38,3/24/2022 17:40,104144,15205
3906,Washington,3/23/2022 9:51,3/24/2022 17:10,95432,15216
3907,Washington,3/23/2022 12:07,3/24/2022 18:21,82991,15227
3908,Pittsburgh Mills,3/23/2022 12:10,3/24/2022 17:34,17869,15205
3909,Pittsburgh Mills,3/23/2022 12:58,3/24/2022 13:46,57755,15301
3910,McKees Rocks,3/23/2022 13:05,3/25/2022 11:03,74199,15216
3911,Pittsburgh Mills,3/23/2022 14:09,3/24/2022 11:18,112414,15090
3912,Butler,3/23/2022 16:26,3/26/2022 10:00,11132,15220
3913,Beaver,3/23/2022 16:26,3/25/2022 20:52,11132,15220
3914,Pittsburgh Mills,3/23/2022 17:26,3/24/2022 12:17,50065,15017
3915,Washington,3/23/2022 17:42,3/24/2022 15:19,11067,15301
3916,Beaver,3/23/2022 21:45,3/25/2022 19:52,112124,15102
3917,Beaver,3/23/2022 21:46,3/28/2022 9:31,73385,15017
3918,Washington,3/23/2022 22:00,3/24/2022 15:08,107604,15301
3919,Washington,3/23/2022 22:15,3/24/2022 18:14,21146,15227
3920,Washington,3/23/2022 22:21,3/25/2022 11:22,100151,15237
3921,Washington,3/23/2022 22:43,3/25/2022 20:11,2956,15241
3922,Washington,3/23/2022 23:40,3/25/2022 10:49,109070,15237
3923,Washington,3/24/2022 1:26,3/25/2022 20:57,15779,15220
3924,Washington,3/24/2022 7:23,3/29/2022 14:41,75432,15228
3925,Beaver,3/24/2022 7:29,3/25/2022 16:46,12392,15017
3926,Butler,3/24/2022 7:42,3/28/2022 10:49,108312,15317
3927,Washington,3/24/2022 7:57,3/25/2022 10:41,67722,15220
3928,McKees Rocks,3/24/2022 9:00,3/25/2022 10:29,93243,15220
3929,Butler,3/24/2022 9:20,3/28/2022 10:17,2817,15241
3930,Beaver,3/24/2022 14:43,3/25/2022 19:23,12799,15102
3931,Butler,3/24/2022 18:13,3/25/2022 20:28,54673,15243
3932,Butler,3/24/2022 18:46,3/29/2022 15:02,11526,15226
3933,Pittsburgh Mills,3/24/2022 18:58,3/29/2022 15:03,11526,15226
3934,Washington,3/24/2022 20:47,3/28/2022 21:31,17653,15044
3935,Beaver,3/24/2022 21:16,3/25/2022 20:12,2956,15241
3936,Beaver,3/24/2022 21:40,3/25/2022 19:53,112124,15102
3937,McKees Rocks,3/24/2022 21:41,3/28/2022 9:54,85819,15017
3938,Pittsburgh Mills,3/24/2022 21:42,3/31/2022 16:49,112124,15102
3939,Butler,3/24/2022 21:47,3/25/2022 19:52,112124,15102
3940,Washington,3/24/2022 21:51,3/28/2022 16:45,42852,15237
3941,Washington,3/24/2022 22:00,3/28/2022 9:40,58077,15017
3942,Beaver,3/24/2022 22:05,3/25/2022 19:33,87400,15102
3943,Butler,3/24/2022 22:10,3/29/2022 8:56,111501,15226
3944,Washington,3/24/2022 22:14,3/25/2022 18:49,694,15332
3945,McKees Rocks,3/24/2022 22:14,3/25/2022 18:40,694,15332
3946,Butler,3/24/2022 22:27,3/25/2022 20:37,35522,15228
3947,Pittsburgh Mills,3/24/2022 23:11,3/28/2022 16:18,109070,15237
3948,Butler,3/24/2022 23:12,3/28/2022 16:18,109070,15237
3949,McKees Rocks,3/24/2022 23:20,3/28/2022 9:13,91840,15106
